Date,Open,High,Low,Close,Adj Close,Volume
7/26/22,4220.089844,4259.990234,4214.529785,4245.97998,4245.97998,85800
7/27/22,4236.149902,4242.100098,4217.279785,4225.040039,4225.040039,78900
7/28/22,4242.27002,4267.919922,4223.029785,4225.669922,4225.669922,107500
7/29/22,4226.419922,4243.509766,4160.870117,4170.100098,4170.100098,114200
8/1/22,4160.649902,4196.569824,4129.450195,4188.680176,4188.680176,107700
8/2/22,4144.379883,4144.379883,4071.429932,4107.02002,4107.02002,142200
8/3/22,4114.830078,4150.97998,4058.179932,4066.97998,4066.97998,116700
8/4/22,4089.439941,4108.160156,4064.659912,4101.540039,4101.540039,89500
8/5/22,4109.629883,4159.47998,4097.859863,4156.910156,4156.910156,102600
8/8/22,4142.109863,4155.72998,4135.080078,4148.069824,4148.069824,90200
8/9/22,4143.669922,4161.810059,4131.430176,4156.290039,4156.290039,84100
8/10/22,4149.209961,4160.790039,4092.550049,4109.740234,4109.740234,85600
8/11/22,4130.740234,4193.810059,4116.060059,4193.540039,4193.540039,121400
8/12/22,4185.419922,4202.470215,4175.049805,4191.149902,4191.149902,106800
8/15/22,4180,4219.919922,4174.299805,4185.680176,4185.680176,105900
8/16/22,4190.529785,4208.799805,4170.52002,4177.839844,4177.839844,93900
8/17/22,4182.569824,4222.790039,4155.169922,4216.959961,4216.959961,112900
8/18/22,4205.790039,4211.910156,4173.540039,4180.100098,4180.100098,101100
8/19/22,4174.549805,4185.660156,4151.069824,4151.069824,4151.069824,117400
8/22/22,4135.160156,4183.649902,4134.200195,4181.399902,4181.399902,112400
8/23/22,4175.529785,4187.390137,4147.410156,4161.080078,4161.080078,103200
8/24/22,4168.580078,4174.160156,4079.090088,4082.419922,4082.419922,119100
8/25/22,4093.290039,4119.620117,4058.75,4116.240234,4116.240234,111300
8/26/22,4127.810059,4139.790039,4102.680176,4107.549805,4107.549805,99000
8/29/22,4063.879883,4092.949951,4059.600098,4089.52002,4089.52002,94400
8/30/22,4088.530029,4093.139893,4048.52002,4075.790039,4075.790039,93300
8/31/22,4057.139893,4112.850098,4046.620117,4078.840088,4078.840088,132500
9/1/22,4066.189941,4090.889893,4041.129883,4043.73999,4043.73999,97400
9/2/22,4054.840088,4056.179932,4004.909912,4023.610107,4023.610107,86800
9/5/22,4010.409912,4017,3982.73999,4015.429932,4015.429932,93800
9/6/22,4024.469971,4054,4009.580078,4052.280029,4052.280029,113500
9/7/22,4032.719971,4067.540039,4028.370117,4054.97998,4054.97998,107700
9/8/22,4059.169922,4067.76001,4036.02002,4037.679932,4037.679932,100900
9/9/22,4050.590088,4099.009766,4042.25,4093.790039,4093.790039,118400
9/13/22,4112.009766,4128.109863,4097.140137,4111.109863,4111.109863,111800
9/14/22,4058.040039,4089.060059,4047.919922,4065.360107,4065.360107,90800
9/15/22,4078.649902,4088.810059,3998.860107,4027.120117,4027.120117,124000
9/16/22,4013.580078,4019.409912,3932.679932,3932.679932,3932.679932,137200
9/19/22,3928.419922,3953.649902,3910.310059,3928,3928,97700
9/20/22,3945.649902,3957.550049,3921.689941,3932.840088,3932.840088,84800
9/21/22,3921.320068,3924.389893,3884.22998,3903.72998,3903.72998,86500
9/22/22,3875.179932,3900.27002,3860.22998,3869.340088,3869.340088,80900
9/23/22,3865.100098,3888.399902,3829.689941,3856.02002,3856.02002,94300
9/26/22,3829.600098,3893.320068,3827.949951,3836.679932,3836.679932,104500
9/27/22,3844.070068,3893.030029,3827.929932,3892.300049,3892.300049,88900
9/28/22,3879.439941,3879.439941,3828.050049,3828.709961,3828.709961,86600
9/29/22,3864.320068,3873.179932,3808.649902,3827.139893,3827.139893,85700
9/30/22,3833.350098,3848.600098,3801.280029,3804.889893,3804.889893,78600
10/10/22,3806.560059,3807.459961,3715.709961,3720.939941,3720.939941,102600
10/11/22,3732.02002,3739.810059,3706.060059,3727.689941,3727.689941,83900
10/12/22,3722.870117,3784.310059,3661.530029,3784.310059,3784.310059,108100
10/13/22,3756.419922,3783.600098,3749.639893,3752.669922,3752.669922,99000
10/14/22,3783.320068,3863.22998,3780.840088,3842.469971,3842.469971,116200
10/17/22,3822.23999,3849.620117,3809.120117,3846.409912,3846.409912,104200
10/18/22,3865.830078,3870.219971,3831.169922,3838.27002,3838.27002,88300
10/19/22,3827.469971,3840.48999,3776.530029,3776.530029,3776.530029,81600
10/20/22,3746.580078,3804.25,3726.790039,3754.929932,3754.929932,90300
10/21/22,3753.889893,3768.689941,3724.689941,3742.889893,3742.889893,98800
10/24/22,3727.919922,3762.159912,3619.98999,3633.370117,3633.370117,130100
10/25/22,3621.939941,3670.72998,3594.699951,3627.449951,3627.449951,111000
10/26/22,3633.310059,3700.879883,3633.310059,3656.899902,3656.899902,121300
10/27/22,3667.659912,3685.080078,3631.060059,3631.139893,3631.139893,118000
10/28/22,3605.159912,3618.860107,3533.5,3541.330078,3541.330078,118800
10/31/22,3504.51001,3553.389893,3495.949951,3508.699951,3508.699951,138500
11/1/22,3519.820068,3634.169922,3517.620117,3634.169922,3634.169922,149300
11/2/22,3620.370117,3703.469971,3610.800049,3677.810059,3677.810059,141600
11/3/22,3645.060059,3670.159912,3628.5,3647.899902,3647.899902,110600
11/4/22,3646.77002,3782.879883,3646.77002,3767.169922,3767.169922,149700
11/7/22,3754.52002,3792.790039,3746.370117,3775.300049,3775.300049,129800
11/8/22,3773.659912,3779.120117,3723.340088,3749.330078,3749.330078,99000
11/9/22,3750.780029,3760.409912,3711.27002,3714.27002,3714.27002,89400
11/10/22,3685.830078,3701.530029,3665.060059,3685.689941,3685.689941,103500
11/11/22,3787.76001,3828.899902,3747.090088,3788.439941,3788.439941,189700
11/14/22,3818.139893,3848.409912,3781.780029,3794.02002,3794.02002,169700
11/15/22,3788.929932,3871.639893,3775.5,3865.969971,3865.969971,151500
11/16/22,3860.810059,3877.679932,3829.310059,3834.389893,3834.389893,120600
11/17/22,3821.27002,3821.73999,3776.570068,3818.659912,3818.659912,105900
11/18/22,3823.820068,3840.300049,3801.570068,3801.570068,3801.570068,115100
11/21/22,3769.629883,3769.870117,3734,3769.129883,3769.129883,95900
11/22/22,3766.080078,3809.860107,3751.040039,3769.570068,3769.570068,144500
11/23/22,3760.219971,3791.179932,3753.209961,3773.530029,3773.530029,144500
11/24/22,3791.540039,3804.899902,3751.379883,3756.810059,3756.810059,101100
11/25/22,3751.280029,3790.570068,3743.409912,3775.780029,3775.780029,142900
11/28/22,3701.899902,3736.080078,3672.129883,3733.23999,3733.23999,127800
11/29/22,3766.570068,3854.77002,3766.570068,3848.419922,3848.419922,178700
11/30/22,3836.560059,3867.659912,3833.830078,3853.040039,3853.040039,157500
12/1/22,3921.300049,3944.560059,3893.870117,3894.77002,3894.77002,170000
12/2/22,3886.399902,3898.110107,3865.879883,3870.949951,3870.949951,116800
12/5/22,3907.639893,3947.47998,3900.669922,3946.879883,3946.879883,201700
12/6/22,3929.01001,3988.899902,3923,3968.199951,3968.199951,155100
12/7/22,3956.669922,3999.590088,3944.179932,3958.439941,3958.439941,143000
12/8/22,3953.199951,3971.48999,3941.300049,3959.179932,3959.179932,115200
12/9/22,3961.98999,4003.320068,3944.439941,3998.23999,3998.23999,153800
12/12/22,3976.169922,3983.429932,3950.320068,3953.439941,3953.439941,125900
12/13/22,3953.550049,3964.399902,3939.97998,3945.679932,3945.679932,101000
12/14/22,3952.790039,3972.73999,3935.77002,3954.889893,3954.889893,98500
12/15/22,3954.669922,3963.5,3926.5,3951.98999,3951.98999,88900
12/16/22,3931.22998,3960.469971,3929.48999,3954.22998,3954.22998,93200
12/19/22,3952.77002,3966.570068,3878.439941,3893.219971,3893.219971,106900
12/20/22,3881.22998,3881.27002,3811.47998,3829.02002,3829.02002,83100
12/21/22,3839,3853.72998,3821.399902,3830.540039,3830.540039,64800
12/22/22,3859.199951,3882.129883,3821.340088,3836.030029,3836.030029,83700
12/23/22,3811.620117,3848.340088,3805.949951,3828.219971,3828.219971,65300
12/26/22,3830.570068,3856.810059,3827.52002,3843.48999,3843.48999,73000
12/27/22,3860.909912,3891.850098,3856.580078,3887.850098,3887.850098,77500
12/28/22,3874.909912,3884.719971,3854.939941,3871.26001,3871.26001,84400
12/29/22,3854.23999,3868.290039,3838.47998,3856.699951,3856.699951,79400
12/30/22,3873.939941,3887.550049,3868.76001,3871.629883,3871.629883,78800
1/3/23,3864.840088,3893.98999,3831.25,3887.899902,3887.899902,115100
1/4/23,3886.25,3905.899902,3873.649902,3892.949951,3892.949951,110700
1/5/23,3913.48999,3974.879883,3912.26001,3968.580078,3968.580078,116500
1/6/23,3969.550049,4000.409912,3966.469971,3980.889893,3980.889893,111000
1/9/23,3998.530029,4023.090088,3990.709961,4013.120117,4013.120117,117100
1/10/23,4014.709961,4030.459961,4002.22998,4017.469971,4017.469971,101800
1/11/23,4019.879883,4043.399902,4008.02002,4010.030029,4010.030029,100000
1/12/23,4021.75,4030.290039,4003.51001,4017.870117,4017.870117,90600
1/13/23,4032.290039,4074.379883,4027.889893,4074.379883,4074.379883,95900
1/16/23,4077.879883,4177.100098,4076.639893,4137.959961,4137.959961,151400
1/17/23,4138.839844,4148.580078,4118.160156,4137.240234,4137.240234,95500
1/18/23,4140.100098,4151.459961,4125.77002,4130.310059,4130.310059,84200
1/19/23,4125.580078,4156.009766,4105.97998,4156.009766,4156.009766,94600
1/20/23,4166.839844,4189.830078,4161.669922,4181.529785,4181.529785,123600
1/30/23,4267.620117,4268.149902,4197.859863,4201.350098,4201.350098,164600
1/31/23,4200.580078,4212.72998,4153.049805,4156.859863,4156.859863,124600
2/1/23,4170.129883,4195.930176,4137.77002,4195.930176,4195.930176,141000
2/2/23,4207.410156,4207.410156,4170.560059,4181.149902,4181.149902,133800
2/3/23,4162.029785,4162.029785,4103.169922,4141.629883,4141.629883,117000
2/6/23,4103.830078,4105.939941,4065.219971,4086.879883,4086.879883,110200
2/7/23,4098.310059,4107.339844,4077.959961,4094.22998,4094.22998,91400
2/8/23,4099.859863,4111.470215,4072.649902,4076.139893,4076.139893,84800
2/9/23,4067.560059,4130.859863,4064.75,4130.859863,4130.859863,102300
2/10/23,4124.100098,4125.290039,4092.350098,4106.310059,4106.310059,96700
2/13/23,4098.879883,4146.450195,4092.27002,4143.569824,4143.569824,128900
2/14/23,4151.25,4152.049805,4125.259766,4145.290039,4145.290039,102500
2/15/23,4146.850098,4153.720215,4115.970215,4123.689941,4123.689941,121700
2/16/23,4125.410156,4167.899902,4068.860107,4093.48999,4093.48999,159300
2/17/23,4086.219971,4104.640137,4032.929932,4034.51001,4034.51001,116100
2/20/23,4039.959961,4134.859863,4035.47998,4133.490234,4133.490234,161800
2/21/23,4130.060059,4151.799805,4116.27002,4144.350098,4144.350098,145800
2/22/23,4118.970215,4134.879883,4101.859863,4106.950195,4106.950195,104300
2/23/23,4106.209961,4132.390137,4088.209961,4103.649902,4103.649902,103600
2/24/23,4100.990234,4102.609863,4048.23999,4061.050049,4061.050049,101000
2/27/23,4040.459961,4067.030029,4034.52002,4043.840088,4043.840088,93800
2/28/23,4058.129883,4074.26001,4026.449951,4069.459961,4069.459961,110300
3/1/23,4068.72998,4135.47998,4061.219971,4126.939941,4126.939941,156000
3/2/23,4119.990234,4137.25,4113.830078,4117.740234,4117.740234,148200
3/3/23,4126.02002,4135.209961,4100.379883,4130.549805,4130.549805,160300
3/6/23,4131.149902,4132.839844,4088.449951,4109.009766,4109.009766,163000
3/7/23,4103.640137,4124.959961,4046.570068,4048.850098,4048.850098,195900
3/8/23,4030.73999,4037.290039,4011.52002,4034.110107,4034.110107,117900
3/9/23,4035.840088,4043.850098,4000.889893,4019.850098,4019.850098,116500
3/10/23,3991.800049,4004.360107,3966.429932,3967.139893,3967.139893,123900
3/13/23,3962.639893,4008.689941,3962.639893,4008.689941,4008.689941,143600
3/14/23,3999.879883,4001.939941,3946.939941,3984.699951,3984.699951,150500
3/15/23,4011.840088,4018.75,3986.899902,3986.899902,3986.899902,142000
3/16/23,3958.199951,3981.320068,3936.47998,3939.149902,3939.149902,152500
3/17/23,3971.159912,4004.219971,3945.25,3958.820068,3958.820068,177400
3/20/23,3962.659912,3979.550049,3935.02002,3939.080078,3939.080078,205300
3/21/23,3948.159912,3982.699951,3948.159912,3982.379883,3982.379883,145100
3/22/23,3993.780029,4016.449951,3986.709961,3999.439941,3999.439941,149200
3/23/23,3985.98999,4039.090088,3984,4039.090088,4039.090088,158900
3/24/23,4035.159912,4037.840088,4017,4027.050049,4027.050049,159400
3/27/23,4023.300049,4023.300049,3987.030029,4012.47998,4012.47998,168500
3/28/23,4015.699951,4023.780029,3994.600098,3999.51001,3999.51001,131900
3/29/23,4013.590088,4017.76001,3992.669922,4006.139893,4006.139893,133700
3/30/23,4009.560059,4040.5,3983.899902,4038.530029,4038.530029,149900
3/31/23,4045.449951,4063.570068,4039.959961,4050.929932,4050.929932,138800
4/3/23,4059.620117,4094.939941,4059.060059,4090.570068,4090.570068,182100
4/4/23,4089.290039,4103.160156,4080.070068,4103.109863,4103.109863,197100
4/6/23,4084.129883,4098.830078,4078.399902,4096.640137,4096.640137,150700
4/7/23,4096.899902,4131.310059,4092.179932,4123.279785,4123.279785,128700
4/10/23,4132.009766,4132.299805,4099.049805,4104.810059,4104.810059,152500
4/11/23,4108.509766,4116.120117,4083.48999,4100.149902,4100.149902,153900
4/12/23,4102.399902,4108.25,4090.280029,4097.290039,4097.290039,166000
4/13/23,4081.389893,4088.879883,4059.570068,4068.97998,4068.97998,156400
4/14/23,4078.969971,4098.220215,4075.199951,4092,4092,150700
4/17/23,4090.070068,4149.379883,4089.51001,4149.379883,4149.379883,188800
4/18/23,4139.310059,4169.669922,4138.459961,4162.029785,4162.029785,170200
4/19/23,4159.390137,4159.390137,4118.629883,4124.560059,4124.560059,162600
4/20/23,4122.950195,4125.819824,4094,4113.02002,4113.02002,162700
4/21/23,4114.259766,4114.259766,4031.909912,4032.570068,4032.570068,180800
4/24/23,4031.300049,4033.639893,3967.909912,3982.639893,3982.639893,170100
4/25/23,3985.110107,3991.689941,3925.439941,3962.669922,3962.669922,172600
